Gene,bonferroni,sidak,holm-sidak,simes-hochberg,hommel,fdr_tsbky
39872,1.50456734759e-10,1.50291779022e-10,1.50291779022e-10,1.50456734759e-10,1.49740077234e-10,5.48446107125e-12
39873,1.50562998136e-10,1.50291779022e-10,1.50291779022e-10,1.50549206527e-10,1.49845834455e-10,5.48446107125e-12
39874,1.50562998136e-10,1.50291779022e-10,1.50291779022e-10,1.50549206527e-10,1.49845834455e-10,5.48446107125e-12
39875,1.50722524657e-10,1.50291779022e-10,1.50291779022e-10,1.50701815324e-10,1.50004601117e-10,5.48446107125e-12
39876,1.5077573524e-10,1.50291779022e-10,1.50291779022e-10,1.50734301952e-10,1.50050652699e-10,5.48446107125e-12
39877,1.5077573524e-10,1.50291779022e-10,1.50291779022e-10,1.50734301952e-10,1.50050652699e-10,5.48446107125e-12
39878,1.5077573524e-10,1.50291779022e-10,1.50291779022e-10,1.50734301952e-10,1.50050652699e-10,5.48446107125e-12
39879,1.62272031921e-10,1.62412083782e-10,1.62360014322e-10,1.62220007362e-10,1.61461935215e-10,5.48446107125e-12
39880,1.62615228297e-10,1.62412083782e-10,1.62360014322e-10,1.6255564591e-10,1.61803418281e-10,5.48446107125e-12
39881,1.7518342293e-10,1.74532388542e-10,1.7446044609e-10,1.75111212121e-10,1.74276776104e-10,5.48446107125e-12
39882,1.75244965029e-10,1.74532388542e-10,1.7446044609e-10,1.7516470261e-10,1.74337999697e-10,5.48446107125e-12
40056,1.75306527315e-10,1.74532388542e-10,1.7446044609e-10,1.7521820764e-10,1.74399243373e-10,5.48446107125e-12
40057,1.88838717228e-10,1.89076754253e-10,1.88972837378e-10,1.88734931178e-10,1.87826803245e-10,5.48446107125e-12
40058,2.03539865859e-10,2.03621119965e-10,2.03499883611e-10,2.03409355732e-10,2.02411885472e-10,5.48446107125e-12
40059,2.03539865859e-10,2.03621119965e-10,2.03499883611e-10,2.03409355732e-10,2.02411885472e-10,5.48446107125e-12
40060,2.19289035955e-10,2.18165485677e-10,2.18015605569e-10,2.19138383965e-10,2.18033602709e-10,5.48446107125e-12
40061,2.36153539686e-10,2.35133912341e-10,2.34961605727e-10,2.35980485887e-10,2.34769109298e-10,5.48446107125e-12
40062,2.3656455615e-10,2.37557973293e-10,2.37373010137e-10,2.36380366471e-10,2.35177716213e-10,5.48446107125e-12
40063,2.54734211872e-10,2.54526399956e-10,2.54316567805e-10,2.54524208399e-10,2.53205853268e-10,5.48446107125e-12
40064,2.5491101608e-10,2.54526399956e-10,2.54316567805e-10,2.54689191893e-10,2.53381596683e-10,5.48446107125e-12
40065,2.54999461111e-10,2.54526399956e-10,2.54316567805e-10,2.54765880951e-10,2.5346951106e-10,5.48446107125e-12
40066,2.9569765045e-10,2.9573543614e-10,2.95450997001e-10,2.95413247654e-10,2.93828717787e-10,5.48446107125e-12
40067,2.959018684e-10,2.9573543614e-10,2.95450997001e-10,2.95603716842e-10,2.94031644994e-10,5.48446107125e-12
40069,2.96004026694e-10,2.9573543614e-10,2.95450997001e-10,2.95692215179e-10,2.94133157605e-10,5.48446107125e-12
40070,3.18433864989e-10,3.17551984708e-10,3.17202930589e-10,3.18083841504e-10,3.16362892706e-10,5.48446107125e-12
544988,3.18653243336e-10,3.17551984708e-10,3.17202930589e-10,3.18288384351e-10,3.165808443e-10,5.48446107125e-12
677156,3.18762985351e-10,3.17551984708e-10,3.17202930589e-10,3.18383401325e-10,3.16689872595e-10,5.48446107125e-12
100043387,3.43359037758e-10,3.44216655179e-10,3.43790995672e-10,3.42934438783e-10,3.41047332228e-10,5.48446107125e-12
0610007C21Rik,3.69439303659e-10,3.68457264699e-10,3.6798475378e-10,3.68965533369e-10,3.66833567066e-10,5.48446107125e-12
0610007L01Rik,3.69565908705e-10,3.68457264699e-10,3.6798475378e-10,3.6907504989e-10,3.66959279139e-10,5.48446107125e-12
0610007P08Rik,3.83397539954e-10,3.83001630411e-10,3.82475384697e-10,3.82870750259e-10,3.80640673884e-10,5.48446107125e-12
0610007P14Rik,3.97466316885e-10,3.97545996123e-10,3.96981558737e-10,3.96901992628e-10,3.94553675559e-10,5.48446107125e-12
0610007P22Rik,3.98010093647e-10,3.97545996123e-10,3.96981558737e-10,3.97426768421e-10,3.95093467514e-10,5.48446107125e-12
0610008F07Rik,3.98146146129e-10,3.97545996123e-10,3.96981558737e-10,3.97544386359e-10,3.95228523001e-10,5.48446107125e-12
0610009B14Rik,4.28750611434e-10,4.29058788498e-10,4.28390656282e-10,4.28082959112e-10,4.25490897158e-10,5.57982613197e-12
0610009B22Rik,4.28896802307e-10,4.29058788498e-10,4.28390656282e-10,4.28209278808e-10,4.25635976568e-10,5.57982613197e-12
0610009D07Rik,4.96387920538e-10,4.96932495153e-10,4.96113150561e-10,4.95569473843e-10,4.92363890954e-10,5.80990324986e-12
0610009L18Rik,4.96724818323e-10,4.96932495153e-10,4.96113150561e-10,4.95883066089e-10,4.92698057636e-10,5.80990324986e-12
0610009O20Rik,5.1557288746e-10,5.16324982769e-10,5.15426368253e-10,5.14675581894e-10,5.11346105979e-10,5.80990324986e-12
0610010F05Rik,5.34399690571e-10,5.33293409433e-10,5.32340838078e-10,5.33420667596e-10,5.29945136037e-10,5.80990324986e-12
0610010K06Rik,5.34399690571e-10,5.33293409433e-10,5.32340838078e-10,5.33420667596e-10,5.29945136037e-10,5.80990324986e-12
0610010K14Rik,5.35123491325e-10,5.35717470385e-10,5.34711497302e-10,5.3411863362e-10,5.30662903461e-10,5.80990324986e-12
0610010O12Rik,5.75075710866e-10,5.74502445616e-10,5.73397329617e-10,5.73969492131e-10,5.70176742183e-10,5.80990324986e-12
0610011F06Rik,5.75852664768e-10,5.76926506568e-10,5.75790304325e-10,5.74718577354e-10,5.70947077352e-10,5.80990324986e-12
0610011L14Rik,5.76241508134e-10,5.76926506568e-10,5.75790304325e-10,5.75080262996e-10,5.7133260823e-10,5.80990324986e-12
0610012G03Rik,6.18792462194e-10,6.18135542751e-10,6.16861561831e-10,6.17517127358e-10,6.1340771511e-10,5.80990324986e-12
0610012H03Rik,6.19626395428e-10,6.20559603703e-10,6.1925220507e-10,6.18320962882e-10,6.14234391437e-10,5.80990324986e-12
0610025J13Rik,6.19835042151e-10,6.20559603703e-10,6.1925220507e-10,6.18500781504e-10,6.14441222512e-10,5.80990324986e-12
0610030E20Rik,6.20043754279e-10,6.20559603703e-10,6.1925220507e-10,6.18680646273e-10,6.14648118422e-10,5.80990324986e-12
0610031J06Rik,6.2025253183e-10,6.20559603703e-10,6.1925220507e-10,6.18860557201e-10,6.14855079185e-10,5.80990324986e-12
0610037D15Rik,6.66891918221e-10,6.66616761791e-10,6.65090205132e-10,6.65364731452e-10,6.60966433557e-10,5.93757074784e-12
0610037L13Rik,6.67339982291e-10,6.66616761791e-10,6.65090205132e-10,6.65781205196e-10,6.61410516478e-10,5.93757074784e-12
0610037P05Rik,6.91140556786e-10,6.9085737131e-10,6.89212020788e-10,6.89494531827e-10,6.84936308864e-10,5.93757074784e-12
0610040B10Rik,7.17697497443e-10,7.17522041782e-10,7.15780323901e-10,7.1595535366e-10,7.11189111234e-10,5.93757074784e-12
0610040J01Rik,7.18178480395e-10,7.17522041782e-10,7.15780323901e-10,7.16402276404e-10,7.11665732428e-10,5.93757074784e-12
0910001L09Rik,7.72045201477e-10,7.70851382725e-10,7.68909602655e-10,7.700650544e-10,7.64796448784e-10,5.93757074784e-12
1100001E04Rik,7.72045201477e-10,7.70851382725e-10,7.68909602655e-10,7.700650544e-10,7.64796448784e-10,5.93757074784e-12
1100001G20Rik,7.72561312699e-10,7.73275443677e-10,7.71256725152e-10,7.70544458489e-10,7.65307714224e-10,5.93757074784e-12
1110001A16Rik,7.72819488673e-10,7.73275443677e-10,7.71256725152e-10,7.70731170003e-10,7.65563466177e-10,5.93757074784e-12
1110002B05Rik,7.72819488673e-10,7.73275443677e-10,7.71256725152e-10,7.70731170003e-10,7.65563466177e-10,5.93757074784e-12
1110002N22Rik,7.7333608146e-10,7.73275443677e-10,7.71256725152e-10,7.71210947958e-10,7.66075208661e-10,5.93757074784e-12
1110003E01Rik,8.61378731999e-10,8.60541637948e-10,8.58137449988e-10,8.5897220536e-10,8.52857260619e-10,6.50688024632e-12
1110003O08Rik,8.9434762299e-10,8.94478491276e-10,8.9193852304e-10,8.91808026369e-10,8.85377112345e-10,6.54698156794e-12
1110004E09Rik,8.94644988044e-10,8.94478491276e-10,8.9193852304e-10,8.92063572168e-10,8.85671494759e-10,6.54698156794e-12
1110004F10Rik,9.62129910222e-10,9.62352197931e-10,9.5953134327e-10,9.59309707132e-10,9.52171068062e-10,6.93251340917e-12
1110005A03Rik,1.03495511679e-09,1.03507402649e-09,1.03199260248e-09,1.03187404678e-09,1.02386326476e-09,7.23703574194e-12
1110006G14Rik,1.03529749041e-09,1.03507402649e-09,1.03199260248e-09,1.0321679844e-09,1.02420196908e-09,7.23703574194e-12
1110006O24Rik,1.07266385415e-09,1.07385900172e-09,1.07056374876e-09,1.06937226863e-09,1.06102048448e-09,7.34313933401e-12
1110007A13Rik,1.11208990205e-09,1.11264397695e-09,1.10917874885e-09,1.10862639956e-09,1.09981484176e-09,7.34313933401e-12
1110007C09Rik,1.11319118513e-09,1.11264397695e-09,1.10917874885e-09,1.10962228419e-09,1.10090396906e-09,7.34313933401e-12
1110007L15Rik,1.11319118513e-09,1.11264397695e-09,1.10917874885e-09,1.10962228419e-09,1.10090396906e-09,7.34313933401e-12
1110008E08Rik,1.15369986022e-09,1.15385301314e-09,1.1501009034e-09,1.14994824851e-09,1.14080699744e-09,7.48369844911e-12
1110008F13Rik,1.19762640228e-09,1.19748611027e-09,1.19353726902e-09,1.19367709839e-09,1.1840780959e-09,7.48369844911e-12
1110008L16Rik,1.19841485587e-09,1.19748611027e-09,1.19353726902e-09,1.19435317686e-09,1.18485763001e-09,7.48369844911e-12
1110008J03Rik,1.19841485587e-09,1.19748611027e-09,1.19353726902e-09,1.19435317686e-09,1.18485763001e-09,7.48369844911e-12
1110008P14Rik,1.28665604138e-09,1.28717636549e-09,1.2827549023e-09,1.2822363655e-09,1.27174700142e-09,7.83118009914e-12
1110012D08Rik,1.28750100909e-09,1.28717636549e-09,1.2827549023e-09,1.28301946303e-09,1.27258217813e-09,7.83118009914e-12
1110012J17Rik,1.38354334647e-09,1.38413880357e-09,1.379257486e-09,1.37866412884e-09,1.36719479909e-09,8.20499334893e-12
1110012L19Rik,1.38399641673e-09,1.38413880357e-09,1.379257486e-09,1.37905221409e-09,1.36764251568e-09,8.20499334893e-12
1110014N23Rik,1.48856288602e-09,1.48837342451e-09,1.4829881767e-09,1.48317695271e-09,1.47056432406e-09,8.71460202227e-12
1110015M06Rik,1.84747147384e-09,1.8471344454e-09,1.84036652584e-09,1.84070231941e-09,1.82403327661e-09,1.05554073443e-11
1110017D15Rik,1.84807031565e-09,1.8471344454e-09,1.84036652584e-09,1.8412143252e-09,1.82462452114e-09,1.05554073443e-11
1110017F19Rik,1.91597445874e-09,1.91500815205e-09,1.9078161273e-09,1.90877880492e-09,1.89149168536e-09,1.08114011508e-11
1110018G07Rik,1.98504461402e-09,1.98530591966e-09,1.97775895661e-09,1.97749864429e-09,1.95949741531e-09,1.09517432664e-11
1110018H23Rik,1.9876129661e-09,1.98772998061e-09,1.98008276442e-09,1.97996620009e-09,1.96203271313e-09,1.09517432664e-11
1110018J18Rik,2.06121413033e-09,2.06045180917e-09,2.05243044782e-09,2.05318980125e-09,2.03440343082e-09,1.1225224067e-11
1110020C03Rik,2.13542388385e-09,2.13559769868e-09,2.12718598291e-09,2.1270128527e-09,2.10745231516e-09,1.14956941904e-11
1110020C17Rik,2.29623605029e-09,2.29558572151e-09,2.28643870503e-09,2.28708644251e-09,2.26584252558e-09,1.20875014315e-11
1110020G09Rik,2.29697456536e-09,2.29800978246e-09,2.2887478579e-09,2.28771681315e-09,2.26657126549e-09,1.20875014315e-11
1110020P15Rik,2.46259812283e-09,2.4628459272e-09,2.45280684652e-09,2.45256005226e-09,2.42955144105e-09,1.22973401807e-11
1110021J02Rik,2.46734219627e-09,2.4676940491e-09,2.45752218575e-09,2.45705877867e-09,2.43423185169e-09,1.22973401807e-11
1110021L09Rik,2.46734219627e-09,2.4676940491e-09,2.45752218575e-09,2.45705877867e-09,2.43423185169e-09,1.22973401807e-11
1110028C15Rik,2.46813369883e-09,2.4676940491e-09,2.45752218575e-09,2.45762090072e-09,2.43501273273e-09,1.22973401807e-11
1110030E23Rik,2.46813369883e-09,2.4676940491e-09,2.45752218575e-09,2.45762090072e-09,2.43501273273e-09,1.22973401807e-11
1110032A03Rik,2.65180533311e-09,2.65192268145e-09,2.64050559196e-09,2.64038874882e-09,2.61585523791e-09,1.30733953062e-11
1110032A04Rik,2.74510047317e-09,2.74403699763e-09,2.73209765922e-09,2.73315650757e-09,2.70763413896e-09,1.32585379531e-11
1110032A13Rik,2.74597773447e-09,2.74646105858e-09,2.73438538478e-09,2.73390418576e-09,2.70849942702e-09,1.32585379531e-11
1110032E23Rik,2.83890283093e-09,2.83857537475e-09,2.82596468448e-09,2.8262906859e-09,2.79989619681e-09,1.34689291082e-11
1110032F04Rik,2.84706841093e-09,2.84827161856e-09,2.83548740043e-09,2.83428959329e-09,2.80781918533e-09,1.34689291082e-11
1110034A24Rik,3.05644124334e-09,3.05674086043e-09,3.04288094721e-09,3.04258268865e-09,3.01318575446e-09,1.40565050538e-11
1110034B05Rik,3.05741421694e-09,3.05674086043e-09,3.04288094721e-09,3.04341122062e-09,3.01414495831e-09,1.40565050538e-11
1110034G24Rik,3.06130898324e-09,3.06158898233e-09,3.04742664436e-09,3.0471479405e-09,3.01798460494e-09,1.40565050538e-11
1110036O03Rik,3.16773531335e-09,3.16824766422e-09,3.15344683699e-09,3.15293687962e-09,3.12232443339e-09,1.43883132946e-11
1110037F02Rik,3.28300721601e-09,3.28217852896e-09,3.26669513662e-09,3.2675199144e-09,3.23534241398e-09,1.43883132946e-11
1110038D17Rik,3.28404960842e-09,3.28460258991e-09,3.26895732705e-09,3.26840697953e-09,3.23636967227e-09,1.43883132946e-11
1110049B09Rik,3.28717862642e-09,3.28702665087e-09,3.27121929544e-09,3.27121998694e-09,3.23945326118e-09,1.43883132946e-11
1110038F14Rik,3.28717862642e-09,3.28702665087e-09,3.27121929544e-09,3.27121998694e-09,3.23945326118e-09,1.43883132946e-11
1110049F12Rik,3.40347526119e-09,3.40338157656e-09,3.38670291811e-09,3.38679614363e-09,3.35343790849e-09,1.47594169505e-11
1110051M20Rik,3.53051554759e-09,3.52943274606e-09,3.51197471105e-09,3.51289045852e-09,3.47796367652e-09,1.50319666008e-11
1110054O05Rik,3.53051554759e-09,3.52943274606e-09,3.51197471105e-09,3.51289045852e-09,3.47796367652e-09,1.50319666008e-11
1110057K04Rik,3.65526382403e-09,3.65548391557e-09,3.63706753603e-09,3.63684855333e-09,3.60035283501e-09,1.52900321008e-11
1110057P08Rik,3.65641987489e-09,3.65548391557e-09,3.63706753603e-09,3.63783131548e-09,3.60149151916e-09,1.52900321008e-11
1110058L19Rik,3.78195319679e-09,3.78153508507e-09,3.76213726838e-09,3.76255323536e-09,3.72444616825e-09,1.55669894599e-11
1110059E24Rik,3.78912666861e-09,3.78880726792e-09,3.76919861989e-09,3.76951636754e-09,3.73151056281e-09,1.55669894599e-11
1110059G10Rik,4.06504352034e-09,4.06515021645e-09,4.04392519471e-09,4.04381905568e-09,4.00192866491e-09,1.65553252752e-11
1110059M19Rik,4.36067635298e-09,4.36088565259e-09,4.33791680354e-09,4.33770860631e-09,4.29157339346e-09,1.72109665394e-11
1110065P20Rik,4.36753217569e-09,4.36815783544e-09,4.34495062152e-09,4.34432828577e-09,4.29832057301e-09,1.72109665394e-11
1110067D22Rik,4.36890453743e-09,4.36815783544e-09,4.34495062152e-09,4.34549326003e-09,4.29967118716e-09,1.72109665394e-11
1190002A17Rik,4.373024019e-09,4.37300595735e-09,4.34937241778e-09,4.34939038182e-09,4.30372538794e-09,1.72109665394e-11
1190002H23Rik,4.52127718029e-09,4.52087367542e-09,4.49623394072e-09,4.4966352464e-09,4.44900797923e-09,1.75278020183e-11
1190002N15Rik,4.52837590065e-09,4.52814585827e-09,4.50325909895e-09,4.50348787701e-09,4.45599323191e-09,1.75278020183e-11
1190003J15Rik,4.6832734514e-09,4.6832857592e-09,4.65733185351e-09,4.65731961392e-09,4.60777137872e-09,1.78661638735e-11
1190003M12Rik,4.69208710269e-09,4.69298200301e-09,4.66675942334e-09,4.66586952339e-09,4.61622804126e-09,1.78661638735e-11
1190005F20Rik,5.02612686499e-09,5.02507835343e-09,4.99676999777e-09,4.99781260262e-09,4.94371624771e-09,1.8564309108e-11
1190005I06Rik,5.02926984865e-09,5.02992647533e-09,5.00136043691e-09,5.00070753936e-09,4.94657735641e-09,1.8564309108e-11
1190007F08Rik,5.03084202263e-09,5.02992647533e-09,5.00136043691e-09,5.0020403714e-09,4.94812368031e-09,1.8564309108e-11
1190007I07Rik,5.03398773544e-09,5.03477459723e-09,5.00571983864e-09,5.00493751768e-09,4.95121767054e-09,1.8564309108e-11
1200009F10Rik,5.2156262323e-09,5.21657916863e-09,5.18623632928e-09,5.18505005946e-09,5.12915299349e-09,1.89359504983e-11
1200009I06Rik,5.2156262323e-09,5.21657916863e-09,5.18623632928e-09,5.18505005946e-09,5.12915299349e-09,1.89359504983e-11
1200009O22Rik,5.4036957485e-09,5.40323186193e-09,5.37130839806e-09,5.37176954389e-09,5.31286693383e-09,1.9331284097e-11
1200011I18Rik,5.4070656187e-09,5.40807998384e-09,5.37588018545e-09,5.37487185986e-09,5.31618016106e-09,1.9331284097e-11
1200011M11Rik,5.79462069974e-09,5.7935056752e-09,5.75874570252e-09,5.75985403712e-09,5.69456702181e-09,2.02656546107e-11
1200014J11Rik,5.79822515965e-09,5.7983537971e-09,5.76329917124e-09,5.76290575201e-09,5.69810924478e-09,2.02656546107e-11
1200014M14Rik,5.79822515965e-09,5.7983537971e-09,5.76329917124e-09,5.76290575201e-09,5.69810924478e-09,2.02656546107e-11
1200016B10Rik,6.00876044425e-09,6.00924709993e-09,5.97236704536e-09,5.9716081744e-09,5.90390848267e-09,2.06926608881e-11
1300001I01Rik,6.00876044425e-09,6.00924709993e-09,5.97236704536e-09,5.9716081744e-09,5.90390848267e-09,2.06926608881e-11
1300002K09Rik,6.22679356169e-09,6.2274125856e-09,6.18862316948e-09,6.18800800135e-09,6.11671101544e-09,2.12869901634e-11
1300003B13Rik,6.67194835956e-09,6.67101573981e-09,6.62915766725e-09,6.63008443516e-09,6.55155137991e-09,2.18991489795e-11
1300010F03Rik,6.67814208817e-09,6.67828792267e-09,6.63607835349e-09,6.63593344073e-09,6.55763334113e-09,2.18991489795e-11
1300014I06Rik,6.68020784582e-09,6.68071198362e-09,6.6381811159e-09,6.63768018756e-09,6.55966182167e-09,2.18991489795e-11
1300017J02Rik,6.68227419446e-09,6.68313604457e-09,6.64028365627e-09,6.63912128334e-09,6.56169088253e-09,2.18991489795e-11
1300018I05Rik,6.68227419446e-09,6.68313604457e-09,6.64028365627e-09,6.63912128334e-09,6.56169088253e-09,2.18991489795e-11
1300018I17Rik,6.6864086653e-09,6.68556010552e-09,6.64207977508e-09,6.64292281615e-09,6.56575074581e-09,2.18991489795e-11
1300018J18Rik,7.16157797574e-09,7.16067605211e-09,7.11377778906e-09,7.11467380562e-09,7.02972149749e-09,2.30089110689e-11
1500001A10Rik,7.17042010462e-09,7.17037229592e-09,7.12308212414e-09,7.12312961754e-09,7.03840082817e-09,2.30089110689e-11
1500001M20Rik,7.17263221359e-09,7.17279635687e-09,7.12516168289e-09,7.12499862968e-09,7.04057220855e-09,2.30089110689e-11
1500002C15Rik,7.41830638205e-09,7.41762651302e-09,7.36802618917e-09,7.36870151204e-09,7.28002431292e-09,2.36351188365e-11
1500002O20Rik,7.68406320615e-09,7.68427321773e-09,7.63253793501e-09,7.63232933735e-09,7.53906760108e-09,2.3869999899e-11
1500003O03Rik,7.68879299639e-09,7.68912133964e-09,7.63700125361e-09,7.63667513602e-09,7.54370814183e-09,2.3869999899e-11
1500009C09Rik,7.69352547799e-09,7.69396946154e-09,7.64146412813e-09,7.64102317442e-09,7.54799895869e-09,2.3869999899e-11
1500010J02Rik,7.69589272849e-09,7.69639352249e-09,7.64351915095e-09,7.6430217974e-09,7.55032143157e-09,2.3869999899e-11
1500011B03Rik,7.97384593694e-09,7.97273647102e-09,7.91759846575e-09,7.91833505563e-09,7.82119101335e-09,2.44088190867e-11
1500011H22Rik,7.97384593694e-09,7.97273647102e-09,7.91759846575e-09,7.91833505563e-09,7.82119101335e-09,2.44088190867e-11
1500011K16Rik,8.26164335293e-09,8.2611997243e-09,8.20331003126e-09,8.2037505512e-09,8.10158678344e-09,2.51255791471e-11
1500012F01Rik,8.53605192953e-09,8.53511861187e-09,8.47491854472e-09,8.47584527948e-09,8.36911530894e-09,2.53494685354e-11
1500015L24Rik,8.54914148656e-09,8.54966297759e-09,8.48896875016e-09,8.48845096121e-09,8.38194887802e-09,2.53494685354e-11
1500015O10Rik,8.55176162297e-09,8.55208703854e-09,8.49098391598e-09,8.49026915366e-09,8.38451777333e-09,2.53494685354e-11
1500031L02Rik,8.55176162297e-09,8.55208703854e-09,8.49098391598e-09,8.49026915366e-09,8.38451777333e-09,2.53494685354e-11
1500032L24Rik,8.85188050988e-09,8.85267059658e-09,8.7886089517e-09,8.78782458241e-09,8.67674025247e-09,2.57580472341e-11
1500035H01Rik,8.85458991418e-09,8.85509465753e-09,8.79060990666e-09,8.78970329761e-09,8.67939604943e-09,2.57580472341e-11
1500035N22Rik,8.85458991418e-09,8.85509465753e-09,8.79060990666e-09,8.78970329761e-09,8.67939604943e-09,2.57580472341e-11
1500041N16Rik,9.16513890795e-09,9.16537445939e-09,9.09779063196e-09,9.09755681744e-09,8.98212156967e-09,2.63584585197e-11
1520401A03Rik,9.17354623103e-09,9.17264664224e-09,9.10458908265e-09,9.10548199683e-09,8.99036100813e-09,2.63584585197e-11
1520402A15Rik,9.49506971304e-09,9.49504674885e-09,9.42416222838e-09,9.42418502113e-09,9.30372453242e-09,2.6636956675e-11
1600002H07Rik,9.49796831698e-09,9.49747080981e-09,9.42613320731e-09,9.42575696127e-09,9.30656472353e-09,2.6636956675e-11
1600002K03Rik,9.49796831698e-09,9.49747080981e-09,9.42613320731e-09,9.42575696127e-09,9.30656472353e-09,2.6636956675e-11
1600012F09Rik,9.49796831698e-09,9.49747080981e-09,9.42613320731e-09,9.42575696127e-09,9.30656472353e-09,2.6636956675e-11
1600012H06Rik,9.83964463856e-09,9.83926340403e-09,9.76400660324e-09,9.76393426486e-09,9.63910227966e-09,2.72686142539e-11
1600012P17Rik,9.83964463856e-09,9.83926340403e-09,9.76400660324e-09,9.76393426486e-09,9.63910227966e-09,2.72686142539e-11
1600014C10Rik,1.12899413054e-08,1.12888517423e-08,1.12014735265e-08,1.12025546571e-08,1.10510499945e-08,3.07887515052e-11
1600014C23Rik,1.13036441255e-08,1.1303396108e-08,1.12153876186e-08,1.12156337059e-08,1.10639451592e-08,3.07887515052e-11
1600014K23Rik,1.13070722293e-08,1.13082442299e-08,1.12196800739e-08,1.1218517253e-08,1.10673005685e-08,3.07887515052e-11
1600015I10Rik,1.17089365352e-08,1.1708214287e-08,1.1615981399e-08,1.16166979585e-08,1.14579618032e-08,3.15547392094e-11
1600016N20Rik,1.17231273971e-08,1.17227586527e-08,1.16298742858e-08,1.16302401094e-08,1.14718484916e-08,3.15547392094e-11
1600017P15Rik,1.2132143413e-08,1.21324249536e-08,1.2035738961e-08,1.2035459665e-08,1.18693192015e-08,3.24690697168e-11
1600021P15Rik,1.25589566205e-08,1.25590596811e-08,1.2458398535e-08,1.24582963013e-08,1.22840101487e-08,3.3420369829e-11
1600027N09Rik,1.30005000018e-08,1.30002387744e-08,1.28954461553e-08,1.2895705278e-08,1.27129099358e-08,3.3846976965e-11
1600029D21Rik,1.30044217377e-08,1.30050868963e-08,1.28996595627e-08,1.28984041931e-08,1.27167449172e-08,3.3846976965e-11
1600029O15Rik,1.30044217377e-08,1.30050868963e-08,1.28996595627e-08,1.28984041931e-08,1.27167449172e-08,3.3846976965e-11
1700001C02Rik,1.30083445655e-08,1.30075109572e-08,1.29008724814e-08,1.29016992565e-08,1.27205809663e-08,3.3846976965e-11
1700001C19Rik,1.34613259372e-08,1.34608103552e-08,1.3349839123e-08,1.33503504555e-08,1.31604590756e-08,3.46511479175e-11
1700001E04Rik,1.34653812879e-08,1.34656584772e-08,1.3354030548e-08,1.33537556575e-08,1.31644237873e-08,3.46511479175e-11
1700001G17Rik,1.4431576775e-08,1.4430434736e-08,1.43101480665e-08,1.43112805868e-08,1.41024146777e-08,3.65682189609e-11
1700001J03Rik,1.443591286e-08,1.44352828579e-08,1.43142946385e-08,1.43149193612e-08,1.41066518632e-08,3.65682189609e-11
1700001K19Rik,1.44445886364e-08,1.44449791017e-08,1.43232480321e-08,1.43228608582e-08,1.41144681945e-08,3.65682189609e-11
1700001K23Rik,1.49152355786e-08,1.49152469264e-08,1.47888696844e-08,1.47888584337e-08,1.45709432487e-08,3.72688173886e-11
1700001L05Rik,1.49421105277e-08,1.49419115969e-08,1.4814624083e-08,1.48148213201e-08,1.45971978362e-08,3.72688173886e-11
1700001L19Rik,1.49600519723e-08,1.49588800236e-08,1.483076284e-08,1.48319247524e-08,1.46147251337e-08,3.72688173886e-11
1700001O22Rik,1.54657187302e-08,1.54655087625e-08,1.53323441721e-08,1.53325523328e-08,1.51044694606e-08,3.81686975732e-11
1700001P01Rik,1.54842645558e-08,1.54849012501e-08,1.53508604717e-08,1.53502292897e-08,1.51225820916e-08,3.81686975732e-11
1700003E16Rik,1.65576336656e-08,1.65587602519e-08,1.64146655157e-08,1.6413548734e-08,1.61632959581e-08,4.06008626688e-11
1700003E24Rik//1700003E24Rik,1.71520892841e-08,1.71526551851e-08,1.7002606767e-08,1.70020458174e-08,1.67396661425e-08,4.18394685027e-11
1700003F12Rik,1.83934967985e-08,1.83937742815e-08,1.82320264441e-08,1.82317512922e-08,1.7943642109e-08,4.46351862183e-11
1700003H04Rik,1.90298490387e-08,1.90288782509e-08,1.88606739115e-08,1.88616361201e-08,1.8560073064e-08,4.55402122714e-11
1700003M02Rik,1.90581509755e-08,1.90579669823e-08,1.8888632658e-08,1.88879421526e-08,1.85876763316e-08,4.55402122714e-11
1700003O11Rik,1.90581509755e-08,1.90579669823e-08,1.8888632658e-08,1.88879421526e-08,1.85876763316e-08,4.55402122714e-11
1700006A11Rik,1.97287509702e-08,1.9729431866e-08,1.95523242041e-08,1.95516494226e-08,1.9238107397e-08,4.69033349894e-11
1700006E09Rik,2.03861918424e-08,2.0386352384e-08,2.02024139639e-08,2.02022548729e-08,1.98754633026e-08,4.69283103363e-11
1700006J14Rik,2.04164304738e-08,2.04154411154e-08,2.02303052088e-08,2.02312855973e-08,1.99049443755e-08,4.69283103363e-11
1700007B14Rik,2.04224831584e-08,2.04227132983e-08,2.02365760815e-08,2.02363480412e-08,1.99108454243e-08,4.69283103363e-11
1700007I08Rik,2.04285374968e-08,2.04275614202e-08,2.02404444316e-08,2.02404759397e-08,1.99167480853e-08,4.69283103363e-11
1700007G11Rik,2.04285374968e-08,2.04275614202e-08,2.02404444316e-08,2.02404759397e-08,1.99167480853e-08,4.69283103363e-11
1700007K09Rik,2.04406511364e-08,2.04396817249e-08,2.0250581434e-08,2.02506056944e-08,1.99276220614e-08,4.69283103363e-11
1700007K13Rik,2.04406511364e-08,2.04396817249e-08,2.0250581434e-08,2.02506056944e-08,1.99276220614e-08,4.69283103363e-11
